DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB09075,Edoxaban,480449-70-5,SmallMoleculeDrug,,D09546,10280735,310265005,85973,,,,,,22816,http://www.rxlist.com/savaysa-drug.htm,,Edoxaban,http://www.drugs.com/international/edoxaban.html,,8456212,50328731,
DB09076,Umeclidinium,869185-19-3,SmallMoleculeDrug,,D10180,,,79041,,,,,,22230,http://www.rxlist.com/incruse-ellipta-side-effects-drug-center.htm,,Umeclidinium_bromide,http://www.drugs.com/cons/umeclidinium-inhalation.html,,9693858,50267614,
DB09077,Dinutuximab,1363687-32-4,BiotechDrug,,D10559,,,,,,,,,"",,,Dinutuximab,http://www.drugs.com/mtm/dinutuximab.html,,,,
DB09078,Lenvatinib,417716-92-8,SmallMoleculeDrug,,D09920,9823820,310265006,85994,,LEV,,,,22675,http://www.rxlist.com/lenvima-drug.htm,,Lenvatinib,http://www.drugs.com/cdi/lenvatinib.html,,7999567,50331094,
DB09079,Nintedanib,656247-17-5,SmallMoleculeDrug,,D10481,9809715,310265007,85164,,XIN,,,,22614,http://www.rxlist.com/ofev-drug.htm,,Nintedanib,http://www.drugs.com/cdi/nintedanib.html,,7985471,50026612,
DB09080,Olodaterol,868049-49-4,SmallMoleculeDrug,,D10145,,,82700,,,,,,22094,http://www.rxlist.com/striverdi-respimat-drug.htm,,Olodaterol,http://www.drugs.com/cdi/olodaterol.html,,9679097,,
DB09081,Idebenone,58186-27-9,SmallMoleculeDrug,,D01750,,,31687,,,,,,20374,,,Idebenone,https://www.drugs.com/international/idebenone.html,,14944546,,
DB09082,Vilanterol,503068-34-6,SmallMoleculeDrug,,D10501,,,75037,,,,,,22120,http://www.rxlist.com/breo-ellipta-drug.htm,,Vilanterol,http://www.drugs.com/breo-ellipta.html,,8360167,50416060,
DB09083,Ivabradine,155974-00-8,SmallMoleculeDrug,,D07165,132999,310265010,85966,,,,,,22836,http://www.rxlist.com/corlanor-drug.htm,,Ivabradine,http://www.drugs.com/international/ivabradine-hydrochloride.html,,117373,50326992,
DB09084,Benzydamine,642-72-8,SmallMoleculeDrug,,,12555,310265011,94563,,,,,,2047,,,,,,12036,50095471,
DB09085,Tetracaine,94-24-6,SmallMoleculeDrug,C07526,D00551,5411,310265012,9468,PA451638,TE4,,,,6788; 2958,http://www.rxlist.com/pliaglis-drug.htm,,Tetracaine,https://www.drugs.com/mtm/tetracaine-topical.html,,5218,50017659,
DB09086,Eugenol,97-53-0,SmallMoleculeDrug,C10453,,3314,310265013,4917,,EOL,,,,9699,,,Eugenol,https://www.drugs.com/otc/470846/eugenol-toothache-medication.html,,13876103,50164168,
DB09087,Potassium alum,10043-67-1,SmallMoleculeDrug,,,24856,310265014,86463,,,,,,"",,,,,,23239,,
DB09089,Trimebutine,39133-31-8,SmallMoleculeDrug,,,5573,310265016,94458,,,,,,1925,,,,,,5372,83417,
DB09090,Pinaverium,59995-65-2,SmallMoleculeDrug,,,40704,310265017,135811,,,,,,2097,,,,,,37182,,
DB09091,Tixocortol,61951-99-3,SmallMoleculeDrug,,,162955,310265018,63560,,,,,,7505,,,,,,143053,,
DB09092,Xanthinol,2530-97-4,SmallMoleculeDrug,,,9913,310265019,94314,,,,,,5957,,,Xanthinol,,,9526,,
DB09093,Chlortetracycline,57-62-5,SmallMoleculeDrug,C06571,,54708735,310265020,27644,,CTC,,,,8671; 8668,,,,,,10469370,,
DB09094,Podophyllin,9000-55-9,SmallMoleculeDrug,,,11979494,310265021,,,,,,,6689,,,,,,10152781,,
DB09095,Difluocortolone,2607-06-9,SmallMoleculeDrug,,,11954369,310265022,135624,,,,,,7507,,,,,,10128664,,
DB09096,Benzoyl peroxide,94-36-0,SmallMoleculeDrug,C19346,D03093,7187,310265023,82405,,,,,,6850,http://www.rxlist.com/benzagel-drug.htm,,Benzoyl_peroxide,http://www.drugs.com/cons/benzoyl-peroxide-topical.html,,6919,,
DB09097,Quinagolide,87056-78-8,SmallMoleculeDrug,,,3086401,310265024,135627,,,,,,13315,,,,,,2343034,,
DB09099,Somatostatin,38916-34-6,SmallMoleculeDrug,,,16129681,310265025,,,,,,,11700,,,,,,17286488,,
DB09100,"Thyroid, porcine",,SmallMoleculeDrug,,,,,,,,,,,6617,,,,,,,,
DB09101,Elvitegravir,697761-98-1,SmallMoleculeDrug,,,5277135,310265026,72289,,ELV,,,,21507,http://www.rxlist.com/vitekta-drug.htm,,Elvitegravir,,,4441060,50183273,
DB09102,Daclatasvir,1009119-64-5,SmallMoleculeDrug,,D10105,,,82977,,,,,,22633,http://www.rxlist.com/daklinza-drug.htm,,Daclatasvir,http://www.drugs.com/mtm/daclatasvir.html,,24609522,50387084,
DB09103,Ancestim,163545-26-4,BiotechDrug,,,,,,,,,,,11881,,,Ancestim,,,,,
DB09104,Magnesium Hydroxide,1309-42-8,SmallMoleculeDrug,C07876,,73981,310265028,6637,,,,,,720,,,,,,14107,,
DB09105,Asfotase Alfa,1174277-80-5,BiotechDrug,,D10595,,,,,,,,,22632,http://www.rxlist.com/strensiq-drug.htm,,Asfotase_alfa,http://www.drugs.com/ppa/asfotase-alfa.html,,,,
DB09106,Hydroxyethyl Starch,9005-27-0,SmallMoleculeDrug,,D03335,,,,,,,,,12794; 20505,,,,,,,,
DB09107,Methoxy polyethylene glycol-epoetin beta,677324-53-7,BiotechDrug,,,,,,,,,,,20205,,,Methoxy_polyethylene_glycol-epoetin_beta,,,,,
DB09108,Simoctocog Alfa,1219013-68-9,BiotechDrug,,,,,,,,,,,22528,,,,,,,,
DB09109,Turoctocog alfa,1192451-26-5,BiotechDrug,,,,,,,,,,,22548,,,Turoctocog_alfa,,,,,
DB09110,Coenzyme M,3375-50-6,SmallMoleculeDrug,C03576,,,,17905,,COM,,,,1281,http://www.rxlist.com/mesnex-drug.htm,http://www.pdr.net/pdr-consumer-monograph/mesnex?druglabelid=1733&ConsumerId=6696,,https://www.drugs.com/mtm/mesna-oral-injection.html,,578,,
DB09111,Pentastarch,9005-27-0,SmallMoleculeDrug,,,,,,,,,,,1211,,,Pentastarch,http://www.drugs.com/international/pentastarch.html,,,,
DB09112,Sodium Nitrite,7632-00-0,SmallMoleculeDrug,,,23668193,310265030,78870,,,,,,9134,,,,,,22689,,
DB09113,Poractant alfa,129069-19-8,BiotechDrug,,D08402,,,,,,,,,11967,http://www.rxlist.com/curosurf-drug.htm,,Poractant_alfa,http://www.drugs.com/drp/poractant-alfa.html,,,,
DB09114,Colfosceril palmitate,63-89-8,SmallMoleculeDrug,,,452110,310265031,72999,,PCF,,,,922,,,,,,398235,,
DB09115,Diiodohydroxyquinoline,83-73-8,SmallMoleculeDrug,C07636,D00581,3728,310265032,5950,,,,,,6848,,,Diiodohydroxyquinoline,https://www.drugs.com/cdi/iodoquinol.html,,3597,66035,
DB09116,Calcium carbimide,156-62-7,SmallMoleculeDrug,C19113,D03288,,,64301,,,,,,5868,,,Calcium_cyanamide,,,21106503,,
DB09117,Paraldehyde,123-63-7,SmallMoleculeDrug,C07834,,31264,310265034,27909,,,,,,5663,,,,,,21106173,,
DB09118,Stiripentol,49763-96-4,SmallMoleculeDrug,,,5311454,310265035,,,,,,,21532,,,,,,4470940,,
DB09119,Eslicarbazepine acetate,236395-14-5,SmallMoleculeDrug,,D09612,179344,310265036,87016,,,,,,22430,http://www.rxlist.com/aptiom-drug.htm,http://www.everydayhealth.com/drugs/aptiom,Eslicarbazepine_acetate,http://www.drugs.com/mtm/eslicarbazepine.html,,156110,50240669,
DB09120,Zucapsaicin,25775-90-0,SmallMoleculeDrug,,,1548942,310265037,135952,,,,,,20612,,,,,,1265956,,
DB09122,Peginterferon beta-1a,1211327-92-2,BiotechDrug,,D10483,,,,,,,,,22631,http://www.rxlist.com/plegridy-drug.htm,,,,,,,
DB09123,Dienogest,65928-58-7,SmallMoleculeDrug,,,68861,310265039,70708,,,,,,21018,,,,,,62093,,
DB09124,Medrogestone,977-79-7,SmallMoleculeDrug,,,9949848,310265040,135446,,,,,,7536,,,,,,8125459,,
DB09125,Potassium Citrate,,SmallMoleculeDrug,,,13344,310265041,64733,,,,,,7132,,,Potassium_citrate,,,12775,,
DB09126,Chorionic Gonadotropin (Human),9002-61-3,BiotechDrug,,D06457,,,81570,,,,,,7358,http://www.rxlist.com/pregnyl-drug.htm,,Human_chorionic_gonadotropin,https://www.drugs.com/mtm/human-chorionic-gonadotropin-hcg-injectable.html,,,,
DB09128,Brexpiprazole,913611-97-9,SmallMoleculeDrug,,D10309,11978813,310265043,134716,,,,,,22853,http://www.rxlist.com/rexulti-drug.htm,,Brexpiprazole,http://www.drugs.com/mtm/brexpiprazole.html,,10152155,194780,
DB09129,Chromic chloride,10025-73-7,SmallMoleculeDrug,,,6452300,310265044,53351,,,,,,2001; 2021,,,Chromium(III)_chloride,,,23193,,
DB09130,Copper,7440-50-8,SmallMoleculeDrug,C00070,,,,28694,PA449114,CU,,,,582,,,,,,22414,,
DB09131,Cupric Chloride,7447-39-4,SmallMoleculeDrug,,,24014,310265046,49553,,CUL,,,,5097,,,,,,22447,,
DB09132,Gadoteric acid,72573-82-1,SmallMoleculeDrug,,D08007,158536,310265047,73732,,,,,,22820,,,Gadoteric_acid,http://www.drugs.com/international/gadoteric-acid.html,,139460,,
DB09133,Iothalamic acid,2276-90-6,SmallMoleculeDrug,,D01258,3737,310265048,31713,,,,,,12859; 12861,,,Iotalamic_acid,https://www.drugs.com/international/iotalamic-acid.html,,3606,,
DB09134,Ioversol,87771-40-2,SmallMoleculeDrug,,D01555,3741,310265049,31717,,,,,,1187; 7218,http://www.rxlist.com/optiray-injection-drug.htm,,Ioversol,https://www.drugs.com/mtm/ioversol.html,,3610,,
DB09135,Ioxilan,107793-72-6,SmallMoleculeDrug,,D02161,3743,310265050,135884,,,,,,"",http://www.rxlist.com/oxilan-drug.htm,,Ioxilan,https://www.drugs.com/international/ioxilan.html,,3612,,
DB09136,Isosulfan blue,68238-36-8,SmallMoleculeDrug,,,50108,310265051,,,,,,,11758,,,,,,45452,,
DB09137,Technetium Tc-99m mebrofenin,1415247-71-0,SmallMoleculeDrug,,D06037,,,,,,,,,"",,,Technetium_(99mTc)_mebrofenin,https://www.drugs.com/pro/technetium-tc-99m-mebrofenin.html,,,,
DB09138,Technetium Tc-99m medronate,121524-79-6,SmallMoleculeDrug,,D02029,,,32186,,,,,,"",http://www.rxlist.com/mdp-multidose-kit-of-technetium-injection-drug.htm,,Technetium_(99mTc)_medronic_acid,https://www.drugs.com/cons/technetium-tc-99m-medronate-intravenous.html,,34995234,,
DB09139,Technetium Tc-99m oxidronate,72945-61-0,SmallMoleculeDrug,,D06041,,,,,,,,,"",,,,,,,,
DB09140,Oxygen,7782-44-7,SmallMoleculeDrug,C00007,D00003,977,310265054,27140,PA450744,OXY,,,,2333,,,Oxygen,https://www.drugs.com/pro/oxygen.html,,952,,
DB09141,Protamine sulfate,9009-65-8,BiotechDrug,,D02224,,,,,,,,,5881,,,Protamine_sulfate,,,,,
DB09142,Sincalide,25126-32-3,SmallMoleculeDrug,,D05845,9833444,310265055,135946,,,,,,2111,http://www.rxlist.com/kinevac-drug.htm,,Sincalide,https://www.drugs.com/mtm/sincalide.html,,8009168,21147,
DB09143,Sonidegib,956697-53-3,SmallMoleculeDrug,,D10119,,,90863,,,,,,"",http://www.rxlist.com/odomzo-drug.htm,,Sonidegib,http://www.drugs.com/mtm/sonidegib.html,,25027390,50394562,
DB09144,Uridine triacetate,4105-38-8,SmallMoleculeDrug,,D09985,20058,310265057,90914,,,,,,"",http://www.rxlist.com/vistogard-drug.htm,,Uridine_triacetate,https://www.drugs.com/mtm/uridine-triacetate.html,,18897,,
DB09145,Water,7732-18-5,SmallMoleculeDrug,C00001,D00001,962,310265058,15377,,O,,,,8826; 8828,,,Water,http://www.drugs.com/pro/sterile-water-for-injection.html,,937,,
DB09146,Iron saccharate,8047-67-4,SmallMoleculeDrug,,,,,,,,,,,"",,,,,,32699616,,
DB09147,Ferric pyrophosphate,10058-44-3,SmallMoleculeDrug,,,24877,310265060,132767,,,,,,4880,,,,http://www.drugs.com/international/ferric-pyrophosphate.html,,23258,,
DB09148,Florbetaben (18F),902143-01-5,SmallMoleculeDrug,,D10002,11501341,310265061,79033,,,,,,"",http://www.rxlist.com/neuraceq-drug.htm,,Florbetaben_(18F),,,9676143,,
DB09149,Florbetapir (18F),956103-76-7,SmallMoleculeDrug,,D09617,,,66880,,,,,,"",http://www.rxlist.com/amyvid-drug/patient-images-side-effects.htm,,Florbetapir_(18F),https://www.drugs.com/amyvid.html,,26348452,,
DB09151,Flutemetamol (18F),765922-62-1,SmallMoleculeDrug,,D10231,15950376,310265064,76611,,,,,,"",http://www.rxlist.com/vizamyl-drug.htm,,Flutemetamol_(18F),https://www.drugs.com/vizamyl.html,,13092196,,
DB09152,Nitrogen,7727-37-9,SmallMoleculeDrug,C00697,D00083,947,310265065,17997,,HDZ,,,,2332,,,,,,922,,
DB09153,Sodium Chloride,7647-14-5,SmallMoleculeDrug,C13563,D02056,5234,310265066,26710,PA451382,,,,,55; 9735; 11393,,,,,,5044,50098543,
DB09154,Sodium Citrate,68-04-2,SmallMoleculeDrug,,D05855,6224,310265067,53258,,,,,,10290,,,,,,5989,,
DB09155,Helium,7440-59-7,SmallMoleculeDrug,,D04420,23987,310265068,33681,PA449848,,,,,2334,,,Helium,https://www.drugs.com/pro/helium.html,,22423,,
DB09156,Iopromide,73334-07-3,SmallMoleculeDrug,,D01893,3736,310265069,63578,,,,,,521,http://www.rxlist.com/ultravist-drug.htm,,Iopromide,https://www.drugs.com/cons/iopromide-injection.html,,3605,,
DB09157,Carbon dioxide,124-38-9,SmallMoleculeDrug,C00011,D00004,280,310265070,16526,PA448801,CO2,,,,2335,,,Carbon_dioxide,,,274,,
DB09158,Trypan blue,72-57-1,SmallMoleculeDrug,C19307,,9562061,310265071,78897,,,,,,18848,,,Trypan_blue,,,10482308,,
DB09160,Technetium Tc-99m tetrofosmin,127455-27-0,SmallMoleculeDrug,,D06050,,,,,,,,,"",,,,,,,,
DB09161,Technetium Tc-99m sestamibi,109581-73-9,SmallMoleculeDrug,,D01060,,,9423,,,,,,"",http://www.rxlist.com/miraluma-drug.htm,,Technetium_(99mTc)_sestamibi,https://www.drugs.com/pro/technetium-tc-99m-sestamibi.html,,58829659,,
DB09162,Ferric Citrate,3522-50-7,SmallMoleculeDrug,,,,,,,,,,,4882,,,,,,55239,,
DB09163,Technetium Tc-99m exametazime,99944-78-2,SmallMoleculeDrug,,D02284,,,,,,,,,"",http://www.rxlist.com/ceretec-drug.htm,,Technetium_(99mTc)_exametazime,,,,,
DB09164,Technetium Tc-99m disofenin,,SmallMoleculeDrug,,,,,,,,,,,"",,,,,,,,
DB09165,Technetium Tc-99m pyrophosphate,52997-54-3,SmallMoleculeDrug,,,,,,,,,,,"",,,,,,,,
DB09166,Etizolam,40054-69-1,SmallMoleculeDrug,,D01514,,,31583,,,,,,"",,,Etizolam,,,,,
DB09167,Dosulepin,113-53-1,SmallMoleculeDrug,,D07872,,,36803,,,,,,"",,,Dosulepin,,,4447605,,
DB09183,Dasabuvir,1132935-63-7,SmallMoleculeDrug,,D10582,56640146,310265091,85182,,,,,,22555,http://www.rxlist.com/viekira-pak-drug.htm,,Dasabuvir,http://www.drugs.com/mtm/dasabuvir-ombitasvir-paritaprevir-and-ritonavir.html,,29776744,,
DB09185,Viloxazine,46817-91-8,SmallMoleculeDrug,,D08673,,,94405,,,,,,"",,,Viloxazine,,,5464,50025691,
DB09194,Etoperidone,52942-31-1,SmallMoleculeDrug,,,40589,310265102,135589,,,,,,"",,,Etoperidone,,,37083,82438,
DB09195,Lorpiprazole,108785-69-9,SmallMoleculeDrug,,,20055414,310265103,,,,,,,"",,,Lorpiprazole,,,16736802,,
DB09197,Mepiprazole,20326-12-9,SmallMoleculeDrug,,,71897,310265105,134701,,,,,,"",,,Mepiprazole,,,64909,,
DB09198,Lobeglitazone,607723-33-1,SmallMoleculeDrug,,,9826451,310265106,136052,,,,,,"",,,Lobeglitazone,,,8002194,,
DB09204,Arotinolol,68377-92-4,SmallMoleculeDrug,,D07465,2239,310265112,135569,,,,,,"",,,Arotinolol,,,2152,81885,
DB09205,Moxisylyte,54-32-0,SmallMoleculeDrug,,D08239,4260,310265113,94754,,,,,,"",,,,,,4110,50452139,
DB09208,Pegloticase,885051-90-1,BiotechDrug,,D09316,,,,,,,,,"",http://www.rxlist.com/krystexxa-drug.htm,,Pegloticase,https://www.drugs.com/cdi/pegloticase.html,,,,
DB09209,Pholcodine,509-67-1,SmallMoleculeDrug,,D07385,5311356,310265116,53579,,,,,,"",,,Pholcodine,,,4470854,,
DB09210,Piracetam,7491-74-9,SmallMoleculeDrug,,,4843,310265117,32010,,PZI,,,,"",,,,,,4677,62877,
DB09211,Limaprost,74397-12-9,SmallMoleculeDrug,,D02722,6438378,310265118,135594,,,,,,"",,,,,,4942859,,
DB09212,Loxoprofen,68767-14-6,SmallMoleculeDrug,,D08149,3965,310265119,76172,,,,,,"",,,Loxoprofen,,,3828,50140320,
DB09213,Dexibuprofen,51146-56-6,SmallMoleculeDrug,,D03715,39912,310265120,43415,,IBP,,,,"",,,Dexibuprofen,https://www.drugs.com/international/dexibuprofen.html,,36498,50169047,
DB09214,Dexketoprofen,22161-81-5,SmallMoleculeDrug,,D07269,667550,310265121,76128,,,,,,"",,,Dexketoprofen,,,580922,50088570,
DB09215,Droxicam,90101-16-9,SmallMoleculeDrug,,D07267,65679,310265122,76133,,,,,,"",,,Droxicam,,,59108,,
DB09216,Tolfenamic Acid,13710-19-5,SmallMoleculeDrug,,D01183,610479,310265123,32243,,TLF,,,,928,,,Tolfenamic_acid,,,530683,35905,
DB09218,Clonixin,17737-65-4,SmallMoleculeDrug,,D03555,28718,310265125,76200,,6J3,,,,"",,,Clonixin,,,26711,,
DB09219,Bisoxatin,17692-24-9,SmallMoleculeDrug,,,28689,310265126,135955,,,,,,"",,,Bisoxatin,http://www.drugs.com/international/bisoxatin.html,,26684,,
DB09220,Nicorandil,65141-46-0,SmallMoleculeDrug,C13280,D01810,,,31905,,,,,,"",,,Nicorandil,,,43240,,
DB09221,Polaprezinc,107667-60-7,SmallMoleculeDrug,,D01611,,,32024,,,,,,"",,,,,,7993200,,
DB09222,Fibrinogen Human,9001-32-5,BiotechDrug,,,,,,,,,,,17119,,,Fibrin_glue,http://www.drugs.com/ppa/fibrinogen-concentrate-human.html,,,,
DB09223,Blonanserin,132810-10-7,SmallMoleculeDrug,,D01176,125564,310265129,31296,,,,,,"",,,Blonanserin,,,111697,50160807,
DB09224,Melperone,3575-80-2,SmallMoleculeDrug,,D07309,15387,310265130,93626,,,,,,"",,,Melperone,,,14646,81771,
DB09225,Zotepine,26615-21-4,SmallMoleculeDrug,,D01321,5736,310265131,32316,,,,,,"",,,Zotepine,,,5534,35255,
DB09227,Barnidipine,104713-75-9,SmallMoleculeDrug,,,443869,310265132,135793,,,,,,"",,,Barnidipine,,,391959,50088384,
DB09228,Conestat alfa,80295-38-1,BiotechDrug,,,,,,,,P05155,IC1_HUMAN,,"",http://www.rxlist.com/ruconest-drug.htm,,C1-inhibitor,https://www.drugs.com/cdi/ruconest.html,,,,
DB09229,Aranidipine,86780-90-7,SmallMoleculeDrug,,D01562,2225,310265133,31232,,,,,,"",,,Aranidipine,,,2139,,
DB09230,Azelnidipine,123524-52-7,SmallMoleculeDrug,,D01145,65948,310265134,31247,,,,,,"",,,Azelnidipine,,,59352,,
DB09231,Benidipine,105979-17-7,SmallMoleculeDrug,,,656668,310265135,,,,,,,"",,,Benidipine,,,571013,,
DB09232,Cilnidipine,132203-70-4,SmallMoleculeDrug,,D01173,5282138,310265136,31399,,,,,,"",,,Cilnidipine,,,4445338,,
DB09235,Efonidipine,111011-63-3,SmallMoleculeDrug,,,119171,310265139,135859,,,,,,"",,,,,,106463,,
DB09236,Lacidipine,103890-78-4,SmallMoleculeDrug,,D04657,5311217,310265140,135737,,,,,,"",,,Lacidipine,,,4470736,,
DB09237,Levamlodipine,103129-82-4,SmallMoleculeDrug,,,9822750,310265141,53796,,6UB,,,,"",,,Levamlodipine,,,7998499,,
DB09238,Manidipine,89226-50-6,SmallMoleculeDrug,,,,,,,,,,,"",,,Manidipine,,,,,
DB09242,Moxonidine,75438-57-2,SmallMoleculeDrug,C07451,D05087,4810,310265145,7009,,,,,,"",,,Moxonidine,,,4645,50050093,
DB09244,Pirlindole,60762-57-4,SmallMoleculeDrug,,D08392,68802,310265147,91755,,,,,,"",,,Pirlindole,,,62039,,
DB09245,Toloxatone,29218-27-7,SmallMoleculeDrug,,D02559,34521,310265148,,,,,,,"",,,Toloxatone,,,31769,50110725,
DB09255,Dextran,9004-54-0,SmallMoleculeDrug,C00372,D00060,,,,,,,,,9969,,,Dextran,,,,,
DB09256,Tegafur,17902-23-7,SmallMoleculeDrug,C12673,D01244,5386,310265158,32188,,,,,,"",,,Tegafur,,,5193,,
DB09257,Gimeracil,103766-25-2,SmallMoleculeDrug,,,54679224,310265159,31652,,,,,,"",,,,,,3353,,
DB09258,Bemiparin,91449-79-5,SmallMoleculeDrug,,,,,,,,,,,"",,,Bemiparin_sodium,,,,,
DB09259,Reviparin,9041-08-1,SmallMoleculeDrug,,D03337,,,,,,,,,"",,,Reviparin_sodium,,,,,
DB09260,Parnaparin,9005-49-6,SmallMoleculeDrug,,,,,,,,,,,"",,,,,,,,
DB09261,Certoparin,,SmallMoleculeDrug,,,,,,,,,,,"",,,Certoparin_sodium,,,,,
DB09262,Imidafenacin,170105-16-5,SmallMoleculeDrug,,,6433090,310265160,134720,,,,,,"",,,,,,4938278,,
DB09263,Patiromer,1260643-52-4,SmallMoleculeDrug,,D10148,,,,,,,,,"",,,Patiromer,,,,,
DB09264,Idarucizumab,1362509-93-0,BiotechDrug,,D10741,,,,,,,,,22710,http://www.rxlist.com/praxbind-drug.htm,,Idarucizumab,,,,,
DB09265,Lixisenatide,320367-13-3,SmallMoleculeDrug,,,,,85662,,,,,,22870,,,Lixisenatide,,,,,
DB09266,Technetium Tc-99m tilmanocept,1262984-82-6,SmallMoleculeDrug,,,,,,,,,,,"",,,,,,,,
DB09267,Strontium ranelate,135459-87-9,SmallMoleculeDrug,,,6918182,310265162,,,,,,,"",,,Strontium_ranelate,,,5293393,,
DB09268,Picosulfuric acid,10040-34-3,SmallMoleculeDrug,,,,,,,,,,,13334,,,Sodium_picosulfate,,,5053,,
DB09269,Phenylacetic acid,103-82-2,SmallMoleculeDrug,C07086,,999,310265164,30745,,PAC,,,,"",,,Phenylacetic_acid,,,10181341,16419,
DB09272,Eluxadoline,864821-90-9,SmallMoleculeDrug,,D10403,11250029,310265167,85980,,,,,,22846,http://www.rxlist.com/viberzi-drug.htm,,Eluxadoline,http://www.drugs.com/cons/eluxadoline.html,,9425062,50393720,
DB09273,Doxofylline,69975-86-6,SmallMoleculeDrug,,D03898,50942,310265168,94714,,,,,,"",,,Doxofylline,,,46175,,
DB09274,Artesunate,88495-63-0,SmallMoleculeDrug,,D02482,,,63918,,,,,,"",,,Artesunate,,,5293084,,
DB09275,Bismuth Subcitrate,57644-54-9,SmallMoleculeDrug,,,,,,,,,,,7051,,,,,,58829660,,
DB09276,Sodium aurothiomalate,12244-57-4,SmallMoleculeDrug,,,16760302,310265170,35863,,,,,,6469,,,Sodium_aurothiomalate,,,7827788,,
DB09277,Choline C 11,87591-54-6,SmallMoleculeDrug,,,14989482,310265171,72321,,,,,,"",,,,,,28514887,,
DB09278,Activated charcoal,64365-11-3,SmallMoleculeDrug,,D03251,,,27594,,,,,,78,,,Activated_charcoal_(medication),,,4575370,,
DB09279,Fimasartan,247257-48-3,SmallMoleculeDrug,,,9870652,310265172,136044,,,,,,"",,,Fimasartan,,,8046343,50364573,
DB09280,Lumacaftor,936727-05-8,SmallMoleculeDrug,,D10134,16678941,310265173,90951,,,,,,22685,http://www.rxlist.com/orkambi-drug.htm,,Lumacaftor,http://www.drugs.com/mtm/ivacaftor-and-lumacaftor.html,,17611836,,
DB09281,Magnesium Trisilicate,14987-04-3,SmallMoleculeDrug,,D03271,5311266,310265174,,,,,,,9269,,,Magnesium_trisilicate,,,4470779,,
DB09282,Molsidomine,25717-80-0,SmallMoleculeDrug,,D01320,5353788,310265175,92623,,,,,,"",,,Molsidomine,,,4090,39912,
DB09283,Trapidil,15421-84-8,SmallMoleculeDrug,,,5531,310265176,32254,,,,,,"",,,Trapidil,,,5330,,
DB09284,Imolamine,318-23-0,SmallMoleculeDrug,,D07159,27501,310265177,135072,,,,,,"",,,Imolamine,,,10669810,,
DB09285,Morniflumate,65847-85-0,SmallMoleculeDrug,,D05078,72106,310265178,136018,,,,,,"",,,Morniflumate,,,65089,,
DB09286,Pipamperone,1893-33-0,SmallMoleculeDrug,,D02622,4830,310265179,78549,,,,,,"",,,Pipamperone,,,4664,81483,
DB09287,Polyethylene glycol,25322-68-3,SmallMoleculeDrug,,D03370,,,,,,,,,698; 13418,,,Polyethylene_glycol,,,,,
DB09288,Propacetamol,66532-85-2,SmallMoleculeDrug,,D07294,68865,310265180,135089,,,,,,"",,,Propacetamol,,,62097,,
DB09289,Tianeptine,72797-41-2,SmallMoleculeDrug,,D02575,68870,310265181,91749,,,,,,"",,,Tianeptine,,,62102,,
DB09290,Ramosetron,132036-88-5,SmallMoleculeDrug,,D08466,108000,310265182,135156,,,,,,"",,,Ramosetron,,,97112,50334454,
DB09291,Rolapitant,552292-08-7,SmallMoleculeDrug,,D10742,10311306,310265183,90908,,,,,,"",http://www.rxlist.com/varubi-drug.htm,,Rolapitant,http://www.drugs.com/varubi.html,,8486772,,
DB09292,Sacubitril,149709-62-6,SmallMoleculeDrug,,D10225,9811834,310265184,134714,PA166131580,,,,,22647,http://www.rxlist.com/entresto-drug.htm,,Sacubitril,http://www.drugs.com/mtm/sacubitril-and-valsartan.html,,7987587,,
DB09293,Iodide I-131,14914-30-8,SmallMoleculeDrug,,D02259,,,,,,,,,"",http://www.rxlist.com/sodium-iodide-i-131-drug/indications-dosage.htm,,Iodine-131,https://www.drugs.com/pro/sodium-iodide-i-131.html,,146281,,
DB09295,Talniflumate,66898-62-2,SmallMoleculeDrug,,D02701,48229,310265187,91991,,,,,,"",,,,http://www.drugs.com/international/talniflumate.html,,43868,,
DB09296,Ombitasvir,1258226-87-7,SmallMoleculeDrug,,D10745,54767916,310265188,85183,,,,,,22554,http://www.rxlist.com/viekira-pak-drug.htm,,Ombitasvir,http://www.drugs.com/mtm/ombitasvir-paritaprevir-and-ritonavir.html,,31136214,,
DB09297,Paritaprevir,1216941-48-8,SmallMoleculeDrug,,D10580,68498031,310265189,85188,,,,,,22556,http://www.rxlist.com/viekira-pak-drug.htm,,Paritaprevir,https://www.drugs.com/cons/ombitasvir-paritaprevir-ritonavir-and-dasabuvir.html,,34999598,,
DB09299,Tenofovir alafenamide,379270-37-8,SmallMoleculeDrug,,D10428,,,90926,,,,,,22668,http://www.rxlist.com/genvoya-drug.htm,,Tenofovir_alafenamide,http://www.drugs.com/history/genvoya.html,,7849225,,
DB09300,Scopolamine butylbromide,149-64-4,SmallMoleculeDrug,,D01451,6852391,310265192,,,,,,,9008,,,Butylscopolamine,,,16736107,,
DB09302,Alirocumab,1245916-14-6,BiotechDrug,,D10335,,,,,,,,,22706,www.rxlist.com/praluent-drug.htm,,Alirocumab,http://www.drugs.com/praluent.html,,,,
